,SOA-2007,PA-2008,SOA-2008,PA-2009,RTC-2009,SP-2009,SOA-2009,PA-2010,SP-2010,SOA-2010,SP-2011,SOA-2011,PA-2012,PUBA-2012,RTC-2012,SP-2012,SOA-2012,PA-2013,SP-2013,SOA-2013,SOA-2014,PA-2015,SOA-2015,USPSTF-2016,IPA-2016,PA-2016,SOA-2016,RTC-2017,SP-2017,SOA-2017,PA-2018,RTC-2018,SOA-2018,SP-2019,SOA-2019,PA-2020,SOA-2020,RTC-2021,SOA-2021,PA-2022,RTC-2022,SOA-2022,RTC-2023,SP-2023,SOA-2023,SP-2026-DRAFT
SOA-2015,0.8576426939239048,1.4299501504526697,0.8480637202533584,1.284560395294002,1.2048451225664822,1.0696011359703776,0.9231116489914438,1.1563721891498662,1.1055062165401504,0.6889072005595241,0.9005375029605265,0.825888392368074,1.0969993826144446,1.0433493947399697,1.1554515560552079,0.7840013584149105,0.6714423979959083,1.1788642611001392,0.9784131012187754,0.6423632424349415,0.6653975121638634,1.2355434845434172,0.0,1.2566551948103322,1.1774355202969102,1.2077395800775068,0.6056563526132392,1.334164291623702,0.9576495747322625,0.6593359915074887,1.1965696234092484,1.0239633817380789,0.7019377776529724,1.1118654897365865,0.6770265908893701,1.298088039021844,0.77471526330285,1.274699575442766,0.89394321216479,1.2754293365366203,1.2918339516406674,0.8661387939992058,1.273441344876954,1.16611819350503,0.8569992210970828,1.237130764347157
USPSTF-2016,1.2975104717609756,1.6816055049397,1.2805865233345535,1.4622497953086775,1.3972768746158846,1.348385898570939,1.3447407097415225,1.429571573642481,1.3930966896912957,1.1977038539775482,1.2445971521946266,1.2445858305037272,1.4484298777114144,1.229240896346411,1.4286599009882972,1.1719830882083269,1.2989807870042476,1.465644940555145,1.3161263231650056,1.326784234391409,1.3287482482177397,1.470036818790718,1.2566551948103322,0.0,1.3605820778336832,1.4705503470045125,1.3237754760419518,1.4341233680298386,1.2926965568517546,1.1392313437593302,1.4462097701947958,1.3778638308179898,1.2018058053330278,1.3157092721726205,1.257148365092629,1.456503859866834,1.3316408897162295,1.4038426804039346,1.3110465239553541,1.4451935781089964,1.4031953461537738,1.414816454607565,1.400564997093721,1.4197293715745998,1.3371604009846214,1.3279768333425277
IPA-2016,1.2651670881474346,1.123568216473577,1.1616253516872526,1.072815935849072,1.0139784758283918,1.2073511322478387,1.2981289652887396,0.9738141460944395,1.1985205488531017,1.1370403133444447,1.0226294570014054,1.1274252312968653,0.9340724761630554,0.8350568990080753,0.9727084362646748,0.9898678846079305,1.1529751793427174,0.9009167796835311,1.0946691604680312,1.1875863517012129,1.1738533526659565,0.924200422970104,1.1774355202969102,1.3605820778336832,0.0,0.7923754856251269,1.1663151144493005,1.1852470702309985,1.0939591908843331,1.1751370501077463,0.8000810802673751,0.9281008646442412,1.2089966026677725,0.9218346985534296,1.2005564967340152,0.7994788821751571,1.1099590505066483,1.0783434272652315,1.2212460963725527,0.7602322392426683,1.2029375310757187,1.2019162627562392,1.0090903923022798,1.1685412489874671,1.149706215254863,1.2384588358506705
PA-2016,1.3280530083353042,1.1171961787533078,1.29279385551682,0.8312506481626234,1.1365236573088098,1.2001447059778603,1.350315876932909,0.6061740923084907,1.1293487564156488,1.1943505156461747,1.0094141943016302,1.1511207713512182,0.6481676371180515,0.8821522646596268,1.0837572238329016,0.9231065302793033,1.058474312824729,0.4951268433767738,0.9498769569241692,1.1608859713345134,1.216488332078862,0.5295750455520417,1.2077395800775068,1.4705503470045125,0.7923754856251269,0.0,1.2447318521315265,1.3385107729460444,1.0710099420530041,1.1828241893280649,0.31289901731472264,0.998929531054373,1.1811685838157613,0.9727348709938607,1.2049629932442414,0.41748905459378005,1.2580131375519263,1.1889164767611253,1.2783489326307411,0.4908573020174624,1.331877654614825,1.2654199691349477,1.142583316511464,1.241645254136141,1.2060488397616438,1.323470909325007
SOA-2016,0.8086596372678846,1.492556927159155,0.8312239151010223,1.3226651696949288,1.2000100984352335,1.1273204567136352,0.8554277211880535,1.1750891150294474,1.1056870638226821,0.6937529631380818,0.8881845383970803,0.7317441155783296,1.0856247436639503,1.02013200008398,1.1220587504464985,0.7784362026852206,0.6769733220782871,1.2261282788762247,0.9490321274146645,0.5489322392438305,0.6807012863575364,1.2615112378654016,0.6056563526132392,1.3237754760419518,1.1663151144493005,1.2447318521315265,0.0,1.3302538854484327,0.9161533187125347,0.660417989640547,1.2153615422252109,1.0119873677998572,0.6552699873867617,1.0935587554639965,0.6883629402731593,1.3019812854751616,0.7517802749828609,1.2635655684634421,0.8455428463705551,1.238284587893396,1.274969516669245,0.919112162476985,1.2297849264290635,1.1122494175685738,0.8110461584863773,1.2014687865862128
RTC-2017,1.4552682881061658,1.675332069265459,1.4273597154297402,1.5063424866713984,0.9940512285153803,1.4182911638632807,1.5277831322777387,1.3115448080915197,1.3704388400605598,1.3708555481434332,1.229777159374138,1.3122853243810892,1.3240919274571472,1.3695987290616294,0.8924606281106044,1.2518875236909488,1.196650675526505,1.3510384732602971,1.2966346241799864,1.3414702801160237,1.3261481995169446,1.4237789443300815,1.334164291623702,1.4341233680298386,1.1852470702309985,1.3385107729460444,1.3302538854484327,0.0,1.09877735579795,1.3750540920341463,1.2805367011719886,0.8517452992774486,1.3413944918905627,0.9299857262249598,1.2253325753032784,1.3052932853491426,1.2460061894148557,0.6884174851411269,1.1440905902319625,1.2191001912966333,0.6153313403424064,1.2791344662143325,0.6325226786336486,1.0883416152176417,1.301340541350959,1.314355435119568
SP-2017,1.1001235498767612,1.5779395776285814,1.104471202777799,1.2327774410851193,1.068624134633308,0.7268564403657612,1.0549039077835647,0.9840944641820258,0.6691541446750875,0.962252394214993,0.5218905124125982,0.9729644721766073,0.9288149031777082,1.0385015997996283,1.0810474264081578,0.5911260620928714,0.8731986677876301,1.1187825770186342,0.5666507301839002,0.8545843591573157,0.9077778871099644,1.181800703035029,0.9576495747322625,1.2926965568517546,1.0939591908843331,1.0710099420530041,0.9161533187125347,1.09877735579795,0.0,0.9389566507087664,1.0354764988178757,0.9260057281943385,0.8837131978813976,0.9098566510271504,0.9086852950770433,1.0976903236451812,1.0092385236069654,1.0184485867967912,1.0224869635591327,1.0869325038059434,1.004752288347322,1.0699266019420455,1.037938766727034,0.5234624785575988,1.0351461997946785,1.1479113768612363
SOA-2017,0.7632835342921918,1.407757803152901,0.7463830914646793,1.2851872343609407,1.1728823099854855,1.0249642114639321,0.7528616972804328,1.1686800036456355,1.0772604047746004,0.6077547911459068,0.8977518166204582,0.6613411809049426,1.1159837707038462,0.9992578100832045,1.2196776467859713,0.783955663721241,0.6488521532884974,1.1825819043613084,0.9899256212885015,0.5840087796471157,0.6458375962009417,1.2285201993390278,0.6593359915074887,1.1392313437593302,1.1751370501077463,1.1828241893280649,0.660417989640547,1.3750540920341463,0.9389566507087664,0.0,1.182118583800382,1.0711389659210508,0.5328422455558371,1.1199962724782193,0.5841771667008842,1.2393812745589374,0.8881347739533892,1.251047098268664,0.826718122627522,1.2392425380646441,1.338558229923227,0.8714346505913543,1.2373113511277225,1.147408906650421,0.8389140883406898,1.2862264983869194
PA-2018,1.293584553665756,1.1886236472176743,1.2873450786607665,0.8302583952714866,1.1581276217979837,1.1961309726891627,1.3298300575690265,0.5934521946281741,1.1098242551802993,1.1965913487528401,0.9841574206985156,1.1438207038650132,0.6189645445663435,0.8557488826091215,1.088383112800392,0.918894479104516,1.0445534220056814,0.5527529065006641,0.8894595117426772,1.1357804823778612,1.2182049155731316,0.6104442810290197,1.1965696234092484,1.4462097701947958,0.8000810802673751,0.31289901731472264,1.2153615422252109,1.2805367011719886,1.0354764988178757,1.182118583800382,0.0,0.9930818142372924,1.1579487551783014,0.908667392071072,1.2201215033068338,0.3581657039560077,1.2556617385826592,1.1545680465884343,1.2567807716251587,0.4209215274454572,1.2640751839622415,1.2668232407364195,1.0965502965636047,1.165568854778418,1.1804391003076964,1.3061772328570247
RTC-2018,1.1502603817931634,1.5006585203454639,1.1347492093530105,1.2801153999965365,0.5655737808219211,1.1142278529568288,1.2874127667208972,1.0642902364513103,1.1097021892542687,0.9816026039384593,0.8870244546660918,1.0141327052574496,1.0538917324039074,1.1755470309453333,0.43573810177319267,0.8954157444160828,0.9503368438981035,1.0712518629988677,1.031774633965457,0.9754898803030206,1.0251865779836287,1.1292290060038377,1.0239633817380789,1.3778638308179898,0.9281008646442412,0.998929531054373,1.0119873677998572,0.8517452992774486,0.9260057281943385,1.0711389659210508,0.9930818142372924,0.0,1.0645032715865925,0.7363959226957439,0.9720785479941224,1.018815058551471,0.877055219128538,0.5440879286794015,0.9980807748418844,0.9860887268452347,0.8270780044286282,1.0226752601202027,0.5205353729107682,1.0416336016852064,0.986413885176273,1.2367641518923402
